love	sex	6.77	0.25782348177344616
tiger	cat	7.35	0.4117488504172867
tiger	tiger	10.00	1.0
book	paper	7.46	0.35945468558612115
computer	keyboard	7.62	0.13132779889836232
computer	internet	7.58	0.24656645292291984
plane	car	5.77	0.3805249078670078
train	car	6.31	0.2710147356718218
telephone	communication	7.50	0.11368421841669417
television	radio	6.77	0.8109778838923809
media	radio	7.42	0.38200038221210497
drug	abuse	6.85	0.4598053296608544
bread	butter	6.19	0.9571957424386073
cucumber	potato	5.92	-1
doctor	nurse	7.00	0.41368796588642626
professor	doctor	6.62	0.29529248181673395
student	professor	6.81	0.5379036590821004
smart	student	4.62	0.10208032639764342
smart	stupid	5.81	0.14433762044293694
company	stock	7.08	0.3409443666868602
stock	market	8.08	0.3593985765634893
stock	phone	1.62	0.23544218553733673
stock	CD	1.31	0.16610493958262346
stock	jaguar	0.92	-1
stock	egg	1.81	0.026688677716854403
fertility	egg	6.69	0.08634000426553338
stock	live	3.73	0.00423757771700068
stock	life	0.92	-0.04165447913017105
book	library	7.46	0.07468576630299574
bank	money	8.12	0.0042119800240640924
wood	forest	7.73	0.3478516194499308
money	cash	9.15	0.2681003993103209
professor	cucumber	0.31	-1
king	cabbage	0.23	-1
king	queen	8.58	0.30357561425596574
king	rook	5.92	0.2029035537132112
bishop	rabbi	6.69	0.5518433337927677
Jerusalem	Israel	8.46	0.08515071361226426
Jerusalem	Palestinian	7.65	0.04777964730619193
holy	sex	1.62	0.0013324251305843115
fuck	sex	9.44	-1
Maradona	football	8.62	0.01159829294290919
football	soccer	9.03	0.7699950346843394
football	basketball	6.81	0.8192076797340407
football	tennis	6.63	0.6817617697058863
tennis	racket	7.56	-1
Arafat	peace	6.73	-1
Arafat	terror	7.65	-1
Arafat	Jackson	2.50	-1
law	lawyer	8.38	3.888145371879808e-05
movie	star	7.38	0.30654052570173995
movie	popcorn	6.19	-1
movie	critic	6.73	0.23864832035508163
movie	theater	7.92	0.28134686454715774
physics	proton	8.12	0.005275140121161004
physics	chemistry	7.35	0.27705654037592103
space	chemistry	4.88	0.04445627906094926
alcohol	chemistry	5.54	0.12352979606766115
vodka	gin	8.46	-1
vodka	brandy	8.13	-1
drink	car	3.04	0.20909538186909035
drink	ear	1.31	0.07169157824897535
drink	mouth	5.96	0.12620581803380512
drink	eat	6.87	0.4179993301672481
baby	mother	7.85	0.36473295382710536
drink	mother	2.65	0.16546093718022611
car	automobile	8.94	0.1648543718992198
gem	jewel	8.96	-1
journey	voyage	9.29	0.6096905820420782
boy	lad	8.83	-1
coast	shore	9.10	0.7311061000792956
asylum	madhouse	8.87	-1
magician	wizard	9.02	0.9999999999999997
midday	noon	9.29	-1
furnace	stove	8.79	0.982872142739278
food	fruit	7.52	0.3163238860274494
bird	cock	7.10	0.03658226049471838
bird	crane	7.38	0.04874939577875609
tool	implement	6.46	0.15454198296699553
brother	monk	6.27	-0.0034850829257181536
crane	implement	2.69	0.0011356536627561765
lad	brother	4.46	-1
journey	car	5.85	0.16522658003973337
monk	oracle	5.00	0.0031549433904731845
cemetery	woodland	2.08	0.14462837038575108
food	rooster	4.42	-0.007434031432853983
coast	hill	4.38	0.21776692723897836
forest	graveyard	1.85	0.13108431135528995
shore	woodland	3.08	0.03178947134403083
monk	slave	0.92	0.2823347570422134
coast	forest	3.15	0.04615213081085118
lad	wizard	0.92	-1
chord	smile	0.54	0.7017363220893081
glass	magician	2.08	0.18110177974240688
noon	string	0.54	0.0008409676932079818
rooster	voyage	0.62	0.19875249495363748
money	dollar	8.42	0.14731738707529327
money	cash	9.08	0.2681003993103209
money	currency	9.04	0.036643654560196935
money	wealth	8.27	0.2121349607621493
money	property	7.57	0.24331225361423756
money	possession	7.29	0.27593671820103566
money	bank	8.50	0.0042119800240640924
money	deposit	7.73	0.02682825888992062
money	withdrawal	6.88	0.19674202114210598
money	laundering	5.65	0.4771779140981298
money	operation	3.31	0.03098118867717795
tiger	jaguar	8.00	-1
tiger	feline	8.00	-1
tiger	carnivore	7.08	-1
tiger	mammal	6.85	-0.019406543325948364
tiger	animal	7.00	0.05092028769902341
tiger	organism	4.77	0.1415244549981841
tiger	fauna	5.62	0.031436857508480714
tiger	zoo	5.87	0.18552979679508969
psychology	psychiatry	8.08	0.403160014857556
psychology	anxiety	7.00	0.23741539181743732
psychology	fear	6.85	0.27736272812259877
psychology	depression	7.42	0.3321967063744866
psychology	clinic	6.58	0.1710849003002652
psychology	doctor	6.42	0.14835161029861144
psychology	Freud	8.21	0.23953897778472372
psychology	mind	7.69	0.19983706864262277
psychology	health	7.23	0.23877284958379222
psychology	science	6.71	0.4944317353219322
psychology	discipline	5.58	0.448232877591512
psychology	cognition	7.48	0.32100697252570637
planet	star	8.45	0.33914815220897154
planet	constellation	8.06	0.39708061640920517
planet	moon	8.08	0.4599646770903759
planet	sun	8.02	0.4690247943667658
planet	galaxy	8.11	0.40258947642083875
planet	space	7.92	0.16280560341999203
planet	astronomer	7.94	-0.0024770758687399446
precedent	example	5.85	0.29396706726383337
precedent	information	3.85	0.0865206006820761
precedent	cognition	2.81	-0.0018527836375955215
precedent	law	6.65	0.02820629217946257
precedent	collection	2.50	0.09394866166008488
precedent	group	1.77	0.10706486604992624
precedent	antecedent	6.04	-1
cup	coffee	6.58	0.15614739893696322
cup	tableware	6.85	-1
cup	article	2.40	0.05396899151112204
cup	artifact	2.92	-1
cup	object	3.69	0.07155368032680594
cup	entity	2.15	0.09831419248855079
cup	drink	7.25	0.20435737184341002
cup	food	5.00	0.02554062336586567
cup	substance	1.92	0.1169958026448213
cup	liquid	5.90	0.08208933156972124
jaguar	cat	7.42	-1
jaguar	car	7.27	-1
energy	secretary	1.81	0.12066853138650148
secretary	senate	5.06	0.1434908925566749
energy	laboratory	5.09	-0.0005362527854611769
computer	laboratory	6.78	0.10111966008842853
weapon	secret	6.06	0.32360896450904175
FBI	fingerprint	6.94	-0.0024862049861974337
FBI	investigation	8.31	0.4804859984398023
investigation	effort	4.59	0.4004948990980947
Mars	water	2.94	0.022489080158037397
Mars	scientist	5.63	0.1309378100871387
news	report	8.16	0.34840594166242816
canyon	landscape	7.53	0.4175687201506824
image	surface	4.56	0.2198481425000996
discovery	space	6.34	0.09471772203605024
water	seepage	6.56	-1
sign	recess	2.38	0.04575704790373994
Wednesday	news	2.22	0.04000597619054609
mile	kilometer	8.66	0.03077422331323813
computer	news	4.47	0.14661860934321375
territory	surface	5.34	0.1684585752765312
atmosphere	landscape	3.69	0.2761796008900053
president	medal	3.00	0.0352552039782738
war	troops	8.13	0.3187576970427006
record	number	6.31	0.12321140545803788
skin	eye	6.22	0.1300992042103579
Japanese	American	6.50	0.08272194326116221
theater	history	3.91	0.13043371708018864
volunteer	motto	2.56	0.02582756624058606
prejudice	recognition	3.00	0.10213076731233438
decoration	valor	5.63	-1
century	year	7.59	0.10809442464503728
century	nation	3.16	0.027148459224481322
delay	racism	1.19	0.08685840873604703
delay	news	3.31	0.036700355333817054
minister	party	6.63	0.14800555414322908
peace	plan	4.75	0.24189418434794926
minority	peace	3.69	0.06511505053333985
attempt	peace	4.25	0.23244095970779968
government	crisis	6.56	0.15784614290964716
deployment	departure	4.25	0.1823568813200736
deployment	withdrawal	5.88	0.3552410555857637
energy	crisis	5.94	0.05365645689809935
announcement	news	7.56	0.09889974297582661
announcement	effort	2.75	0.4087995701478006
stroke	hospital	7.03	0.2842622561813514
disability	death	5.47	0.007565718077060657
victim	emergency	6.47	0.0376231816885846
treatment	recovery	7.91	0.12101395654644267
journal	association	4.97	0.1857584690820927
doctor	personnel	5.00	0.25053738677900356
doctor	liability	5.19	0.220267406836387
liability	insurance	7.03	0.6031508357122792
school	center	3.44	0.2238935661649374
reason	hypertension	2.31	-0.0014525286707445153
reason	criterion	5.91	0.1756912099312213
hundred	percent	7.38	0.2302621590803298
Harvard	Yale	8.13	0.8810618648641348
hospital	infrastructure	4.63	0.06532987629375571
death	row	5.25	0.3187270592504997
death	inmate	5.03	-1
lawyer	evidence	6.69	0.019866877344617794
life	death	7.88	0.2674960064172521
life	term	4.50	0.20143753382075033
word	similarity	4.75	-0.0298122570692323
board	recommendation	4.47	0.20707010425042924
governor	interview	3.25	0.005247954443454243
OPEC	country	5.63	-1
peace	atmosphere	3.69	0.1444991387197815
peace	insurance	2.94	0.23475420043414913
territory	kilometer	5.28	0.1703154770760609
travel	activity	5.00	0.015269544513224374
competition	price	6.44	0.038664857715410235
consumer	confidence	4.13	0.1294189729375608
consumer	energy	4.75	0.05896331730327457
problem	airport	2.38	0.17263349396533872
car	flight	4.94	0.20082994313132974
credit	card	8.06	0.4445989078377008
credit	information	5.31	0.07545115307169402
hotel	reservation	8.03	0.34952333605721253
grocery	money	5.94	-0.016092679949337385
registration	arrangement	6.00	0.1842333782602644
arrangement	accommodation	5.41	0.23874786275820878
month	hotel	1.81	0.06745419361857308
type	kind	8.97	0.5868240229179106
arrival	hotel	6.00	0.2477554196293873
bed	closet	6.72	0.15253480884688453
closet	clothes	8.00	0.06551336271867308
situation	conclusion	4.81	0.2791733401960211
situation	isolation	3.88	0.14213441050343983
impartiality	interest	5.16	-1
direction	combination	2.25	0.21234375360726662
street	place	6.44	0.09687697992983807
street	avenue	8.88	0.0915947848183797
street	block	6.88	0.41132409865440445
street	children	4.94	0.03427324354501512
listing	proximity	2.56	0.03260015752388387
listing	category	6.38	0.0699799649986966
cell	phone	7.81	0.28528738622047667
production	hike	1.75	0.004516608856486257
benchmark	index	4.25	0.07027204372502954
media	trading	3.88	0.1752786528593424
media	gain	2.88	0.022427508713251974
dividend	payment	7.63	0.041558760948000664
dividend	calculation	6.48	0.25875058301843135
calculation	computation	8.44	0.5450916437429599
currency	market	7.50	0.26008181128676794
OPEC	oil	8.59	-1
oil	stock	6.34	0.32319768015384953
announcement	production	3.38	0.08482850011926497
announcement	warning	6.00	0.38129337711818473
profit	warning	3.88	0.35709801119079676
profit	loss	7.63	0.18371526025866838
dollar	yen	7.78	-1
dollar	buck	9.22	-1
dollar	profit	7.38	0.12533644177508801
dollar	loss	6.09	0.06667410329166575
computer	software	8.50	0.6370158737563422
network	hardware	8.31	0.16666218557283652
phone	equipment	7.13	0.17527374896179818
equipment	maker	5.91	0.09320463210368198
luxury	car	6.47	0.15828788676848027
five	month	3.38	0.24431702870002145
report	gain	3.63	0.12435346765929167
investor	earning	7.13	0.4303265117972713
liquid	water	7.89	0.16853774657432455
baseball	season	5.97	0.16840089992536786
game	victory	7.03	0.30958837230266145
game	team	7.69	0.49881417044352283
marathon	sprint	7.47	0.6292927233049497
game	series	6.19	0.3131727002502836
game	defeat	6.97	0.2238181888540833
seven	series	3.56	0.07619660506876232
seafood	sea	7.47	0.027608406441926036
seafood	food	8.34	0.11372966848896927
seafood	lobster	8.70	-1
lobster	food	7.81	-1
lobster	wine	5.70	-1
food	preparation	6.22	0.29434474220870993
video	archive	6.34	-0.011384745511987732
start	year	4.06	0.2414328938972937
start	match	4.47	0.3488983447679661
game	round	5.97	0.3713585231393464
boxing	round	7.61	-0.0016607346805905768
championship	tournament	8.36	0.7300819491602208
fighting	defeating	7.41	0.3529771210843639
line	insurance	2.69	-0.03610473408067305
day	summer	3.94	0.30170638282512713
summer	drought	7.16	0.10889791464017474
summer	nature	5.63	0.04447774451126147
day	dawn	7.53	0.10865533561691848
nature	environment	8.31	0.4058693125794097
environment	ecology	8.81	0.10122807651812969
nature	man	6.25	0.1184975706665153
man	woman	8.30	0.836234369801668
man	governor	5.25	0.1945361865777079
murder	manslaughter	8.53	0.2811272620791492
soap	opera	7.94	0.15512056493070558
opera	performance	6.88	0.23238907662381136
life	lesson	5.94	0.013519799142639243
focus	life	4.06	0.09606954374518215
production	crew	6.25	0.1948618021487874
television	film	7.72	0.29586725490957133
lover	quarrel	6.19	0.20374443324094407
viewer	serial	2.97	0.40662474013798977
possibility	girl	1.94	0.21849531538734773
population	development	3.75	0.18987088494264245
morality	importance	3.31	0.19884786294168746
morality	marriage	3.69	0.028354680290203885
Mexico	Brazil	7.44	0.27741957857889543
gender	equality	6.41	0.49534514205668756
change	attitude	5.44	0.08240445477693055
family	planning	6.25	0.26944740664377925
opera	industry	2.63	0.12232973967825796
sugar	approach	0.88	0.059567269628515766
practice	institution	3.19	0.2653894017635604
ministry	culture	4.69	0.024904909337628456
problem	challenge	6.75	0.525832468338236
size	prominence	5.31	0.05956407011714206
country	citizen	7.31	0.1285494882250221
planet	people	5.75	0.04920665861094009
development	issue	3.97	0.1527841208006858
experience	music	3.47	0.05501511541212147
music	project	3.63	0.06990194988933615
glass	metal	5.56	0.24363304762548954
aluminum	metal	7.83	0.3684707844374068
chance	credibility	3.88	0.14569292618886656
exhibit	memorabilia	5.31	0.002012093485338006
concert	virtuoso	6.81	-1
rock	jazz	7.59	0.9365544014074288
museum	theater	7.19	0.4935811169578266
observation	architecture	4.38	0.21532696463242712
space	world	6.53	0.18989564676035867
preservation	world	6.19	0.07157544673927638
admission	ticket	7.69	0.3006259200243723
shower	thunderstorm	6.31	0.9751042342284308
shower	flood	6.03	0.2357763494651814
weather	forecast	8.34	0.0133302423446096
disaster	area	6.25	0.09411078723474561
governor	office	6.34	0.308467103035448
architecture	century	3.78	-0.003863607711121864
